taxon_name,common name,status,life_cycle,flower_color,bloom_start,bloom_end,jepson id,calrecnum,inat id,cch2_id,fna,calscape_cn,calipc,RPI ID,CRPR,CESA,FESA,SRank,GRank
Collinsia sparsiflora var. collina,,N,,,,,56722,2290,57290,97227,true,Spinster's Blue Eyed Mary
Collinsia sparsiflora var. sparsiflora,,N,,,,,56723,2291,64295,97228,true,Spinster's Blue Eyed Mary
Collinsia tinctoria,,N,,,,,20008,2293,51850,65294,true,Sticky Chinese Houses
Collinsia torreyi,Torrey's blue-eyed Mary,N,annual,blue,5,8,20009,,76414,65295,true,Torrey's Blue-eyed Mary
Collomia diversifolia,serpentine collomia,N,,,,,20020,2299,62230,65306,,Serpentine Collomia,,126,4.3,,,S4,G4
Collomia grandiflora,large-flowered collomia,N,annual,orange,4,6,20021,2300,61871,65307,,Large Flowered Collomia
Collomia heterophylla,,N,,,,,20022,2301,52996,65308,,Variable-leaf Collomia
Conium maculatum,poison hemlock,X,,white,,,20136,2317,52998,203031,,,conium-maculatum-profile
Consolida ajacis,,X,,,,,20161,9821,401314,14026,true
Convolvulus arvensis,bindweed,X,,,,,20203,2321,53021,65696,true
Convolvulus simulans,,N,,,,,20208,2322,76433,65738,true,Small-flowered Morning-glory,,1636,4.2,,,S4,G4
Corallorhiza maculata var. maculata,spotted coralroot,N,,,,,75479,11545,80614,211176,true,Spotted Coral-root
Corallorhiza striata,striped coralroot,N,,,,,20264,2331,50708,203045,true,Striped Coralroot
Cordylanthus nidularius,Mt. Diablo bird's-beak,N,,,,,20318,2347,76440,65814,true,Mount Diablo Bird's-beak,,178,1B.1,CR,,S1,G1
Cordylanthus pilosus subsp. pilosus,,N,,,,,49973,2352,57275,95267,true,Hairy Bird's Beak
Cordylanthus rigidus subsp. rigidus,,N,,,,,49981,2359,59014,95273,true,Rigid Bird's Beak
Cordyline australis,cabbage tree,X,,,,,80712,9076,50191,207571
Corethrogyne filaginifolia,,N,,,,,2375,9825,58014,203075,true,California Aster
Cornus glabrata,brown dogwood,N,,,,,20396,2386,57013,203086,true,Brown Dogwood
Cornus sericea subsp. occidentalis,western dogwood,N,,,,,49997,2389,53366,203092,Cornus occidentalis,Western Dogwood
Cornus sericea subsp. sericea,American dogwood,N,,,,,49998,2390,53367,203093,Cornus sericea,Creek Dogwood
Cortaderia jubata,pampas grass,X,,,,,20427,2394,52714,138636,true,,cortaderia-jubata-profile
Cortaderia selloana,pampas grass,X,,,,,20429,2395,64240,138651,true,,cortaderia-selloana-profile
Corylus cornuta subsp. californica,California hazelnut,N,,,,,80489,10818,53368,42050,true,California Hazel
Cotoneaster franchetii,,X,,,,,20511,2401,1319212,14180,true,,cotoneaster-franchetii-profile
Cotoneaster lacteus,,X,,,,,77520,8714,411074,14199,true,,cotoneaster-lacteus-profile
Cotoneaster pannosus,,X,,,,,20517,2402,53375,14220,true,,cotoneaster-pannosus-profile
Cotula australis,,X,,,,,2391,2403,53025,203105,true
Cotula coronopifolia,brass-buttons,X,,,,,2392,2404,58812,203106,true,,cotula-coronopifolia-profile
Crassula aquatica,water pygmy-weed,N,,,,,20581,2406,58135,14312,true,Water Pygmyweed
Crassula connata,pygmy-weed,N,,,,,20582,2407,57016,14315,true,Pygmy-weed
Crassula solieri,pygmy-weed,N,,,,,20589,2409,76466,14328,true,Smooth-seed Pygmyweed
Crassula tillaea,,X,,,,,20590,2410,58883,14331,true
Crataegus monogyna,hawthorn,X,,,,,20843,8429,51147,14652,true,,crataegus-monogyna-profile
Crepis bursifolia,,X,,,,,2399,2416,76473,211667,true
Crepis capillaris,,X,,,,,2400,2417,54050,206699,true
Crepis monticola,,N,,,,,2405,2420,76476,206700,true,Mountain Hawksbeard
Crepis vesicaria subsp. taraxacifolia,,X,,,,,5983,2428,56870,206704
Cressa truxillensis,alkali weed,N,,,,,21017,2429,58133,65981,true,Alkali Weed
Crocanthemum scoparium var. vulgare,peak rush-rose,N,,,,,95272,13180,1045000,203125,true
Crocidium multicaule,spring gold,N,,,,,2425,2430,57524,203127,true,Spring Gold
Crocosmia ×crocosmiiflora,montbretia,X,,,,,77150,2431,181465,389870,true
Croton californicus,,N,,,,,21120,2434,76484,15234,true,California Croton
Croton setiger,turkey mullein,N,,,,,21159,13184,154156,16346,,Turkey Mullein
Cryptantha clevelandii var. florosa,,N,,,,,57120,11565,1045003,203153,,Coastal Cryptantha
Cryptantha corollata,,N,,,,,21213,2452,58853,203157,,Coast Range Cryptantha
Cryptantha flaccida,,N,,,,,21228,2460,56989,203167,,Flaccid Cryptantha
Cryptantha hispidula,Napa cryptantha,N,annual,white,3,5,21237,2465,57703,203175,,Napa Cryptantha
Cryptantha hooveri,,N,,,,,21240,2468,57701,245944,,Hoover's Cryptantha,,525,1A,,,SH,GH
Cryptantha intermedia var. intermedia,,N,,,,,71933,11568,80627,203183
Cryptantha juniperensis,rigid cryptantha,N,,,,,103476,14557,769572,203205,,Rigid Cryptantha
Cryptantha micromeres,,N,,,,,21263,2476,53027,203194,,Minute-flowered Cryptantha
Cryptantha microstachys,,N,,,,,21264,2477,57696,203195,,Tejon Cryptantha
Cryptantha muricata var. jonesii,,N,,,,,57144,11572,80631,203200,,Jones' Cryptantha
Cryptantha muricata var. muricata,,N,,,,,57145,11573,80632,203201,,Showy Prickly-nut Cryptantha
Cryptantha nemaclada,,N,,,,,21271,2481,57705,203202,,Colusa Cryptantha
Cryptantha torreyana var. pumila,dwarf cryptantha,N,,,,,57161,11578,57697,209690,,Dwarf Cryptantha
Cucurbita foetidissima,calabazilla,N,,,,,21361,2510,58138,16666,true,Missouri Gourd
Cuscuta californica var. californica,,N,,white,5,9,57184,2531,57026,97341,true,Chaparral Dodder
Cuscuta campestris,field dodder,N,,,,,21462,10823,76545,66023,true,Field Dodder
Cuscuta indecora var. indecora,large-seeded dodder,N,,,,,57197,2537,80642,97355,true,Large-seeded Dodder
Cuscuta japonica var. formosana,Japanese dodder,X,,,,,82049,10549,80643,391133,true
Cuscuta occidentalis,,N,,,,,21423,10825,76552,66058,true,Chaparral Dodder
Cuscuta pacifica var. pacifica,,N,,,,,89286,11581,80645,203235,true
Cuscuta salina,,N,,,,,21469,2540,64204,66069,true,Salt Dodder
Cuscuta subinclusa,canyon dodder,N,,,,,21426,2544,76556,66073,true,Canyon Dodder
Cyclospermum leptophyllum,marsh-parsley,X,,,,,88944,9082,76563,203242
Cymbalaria muralis,Kenilworth-ivy,X,,,,,21640,2552,55727,66161,true
Cynara cardunculus,"artichoke thistle,cardoon",X,,,,,2433,2568,57563,203266,true,,cynara-cardunculus-profile
Cynodon dactylon,Bermuda grass,X,,,,,21743,2570,58371,138811,true,,cynodon-dactylon-profile
Cynosurus echinatus,dogtail grass,X,,,,,21767,2577,47695,138861,true,,cynosurus-echinatus-profile
Cyperus difformis,,X,,,,,21811,2580,59051,104211,true
Cyperus eragrostis,,N,,,,,21820,2581,59055,104227,true,Tall Flatsedge
Cyperus erythrorhizos,,N,,,,,21822,2582,59060,104228,true,Red Rooted Cyperus
Cyperus esculentus,yellow nut sedge,N,,,,,21824,2583,76584,104229,true,Chufa Sedge
Cyperus involucratus,umbrella-sedge,X,,,,,21853,2585,414284,104272,true
Cyperus niger,,N,,,,,21881,2588,1551513,104304,Cyperus melanostachyus,Black Flatsedge
Cyperus odoratus,,N,,,,,21885,2589,63329,104309,true,Fragrant Flatsedge
Cyperus strigosus,,N,,,,,21948,2593,59063,104363,true,False Nutsedge
Cypselea humifusa,,X,,,,,21994,2597,1355489,113156,true
Cystopteris fragilis,fragile fern,N,,,,,22182,2599,58755,198531,true,Brittle Bladderfern
Cytisus scoparius,Scotch broom,X,,,,,22199,2601,48538,16767,true,,cytisus-scoparius-profile
Cytisus striatus,,X,,,,,22200,2602,76598,16770,true,,cytisus-striatus-profile
Dactylis glomerata,orchard grass,X,,,,,22210,2603,52720,138886,true,,dactylis-glomerata-profile
Danthonia californica,California oatgrass,N,,,,,22319,2610,57165,138931,true,California Oatgrass
Dasiphora fruticosa,shrubby cinquefoil,N,perennial,yellow,6,9,80452,11590,76606,16994,true,Shrubby Cinquefoil
Datisca glomerata,durango root,N,perennial,yellow,5,7,22377,2618,58888,16996,true,Durango Root
Datura stramonium,jimson weed,X,,,,,22387,2621,55854,67400,true
Datura wrightii,"sacred datura,angel's trumpet",U,"annual,perennial",white,4,10,22389,2622,58331,67403,true,Sacred Datura
Daucus carota,Queen Anne's lace,X,,,,,22394,2623,76610,203298
Daucus pusillus,,N,,,,,22395,2624,56726,203299,,Rattlesnake Weed
Deinandra bacigalupii,Livermore moonshine,N,,,,,77607,9090,58817,203307,true,Livermore Tarplant,,1890,1B.1,CE,,S1,G1
Deinandra corymbosa,,N,,,,,77598,9855,60956,203310,true,Coastal Tarweed
Deinandra kelloggii,,N,,,,,79196,10829,76615,203319,true,Kellogg's Tarweed
Deinandra lobbii,,N,,,,,77606,10830,58813,203320,true,Threeray Tarweed
Delairea odorata,German-ivy,X,,,,,80449,9623,53208,203329,true,,delairea-odorata-profile
Delphinium californicum subsp. californicum,,N,perennial,white,4,6,50072,2631,51860,42106,true,California Larkspur
Delphinium californicum subsp. interius,California larkspur,N,perennial,white,4,6,50073,2632,51859,42107,true,Hospital Canyon Larkspur,,551,1B.2,,,S3,G3T3
Delphinium decorum subsp. decorum,coast larkspur,N,perennial,"blue,purple",3,5,50079,2635,79784,42113,true,Coast Larkspur
Delphinium glaucum,Sierra larkspur,N,perennial,"purple,blue",7,9,22471,2638,76625,17049,true,Glaucus Larkspur
Delphinium gracilentum,,N,perennial,,,,22474,2639,76626,17050,true,Slender
Delphinium gypsophilum,gypsum-loving larkspur,N,perennial,,,,22476,2640,56068,17053,true,Gypsum Loving Larkspur
Delphinium hansenii subsp. hansenii,Hansen's larkspur,N,perennial,,,,50088,2645,79787,42122,true,Hansen's Larkspur
Delphinium hesperium subsp. hesperium,western larkspur,N,perennial,"blue,purple",3,6,50091,2649,57238,42125,true,Western Larkspur
Delphinium hesperium subsp. pallescens,,N,perennial,white,3,5,50092,2650,58997,42126,true,Pale Western Larkspur
Delphinium nudicaule,red larkspur,N,perennial,red,3,6,22492,2655,50642,17072,true,Red Larkspur
Delphinium nuttallianum,dwarf larkspur,N,perennial,purple,5,7,22494,2656,76630,17073,true,Low Larkspur
Delphinium parryi subsp. parryi,Parry's larkspur,N,perennial,blue,4,6,50107,2665,58999,42144,true,Parry's Larkspur
Delphinium patens subsp. patens,spreading larkspur,N,perennial,blue,3,6,50113,2670,57246,42150,true,Spreading Larkspur
Delphinium recurvatum,valley larkspur,N,perennial,,,,22516,2673,58305,17087,true,Byron Larkspur,,222,1B.2,,,S2,G2?
Delphinium variegatum subsp. variegatum,royal larkspur,N,perennial,"blue,purple",3,5,50119,2682,50633,42157,true,Royal Larkspur
Dendromecon rigida,bush poppy,N,,,,,22541,2686,58224,17131,true,Bush Poppy
Deschampsia bolanderi,,N,,,,,108404,14866,1586235,397233,Scribneria bolanderi,Scribner's Grass
Deschampsia cespitosa subsp. cespitosa,tufted hairgrass,N,,,,,50130,2689,61199,167041,true,Tufted Hair Grass
Deschampsia cespitosa subsp. holciformis,tufted hairgrass,N,,,,,50133,2690,61833,167045,true,California Hairgrass
Deschampsia danthonioides,annual hairgrass,N,,,,,22598,2691,57164,139100,true,Annual Hair Grass
Deschampsia elongata,slender hairgrass,N,,,,,22600,2692,52722,139104,true,Hairgrass
Descurainia pinnata subsp. brachycarpa,tansy mustard,N,,,,,50146,11596,59235,203355,true,Pinnate Tansy Mustard
Desmazeria rigida,,X,,,,,22633,2706,288259,139152,true
Dianthus nudiflorus,,X,annual,pink,,,85151,14658,1143003,416921,Velezia rigida
Dicentra formosa,bleeding heart,N,,,,,22766,2711,51048,17318,true,Bleeding Heart
Dichelostemma congestum,ookow,N,corm,purple,4,6,22850,2721,56593,203363,true,Ookow
Dichelostemma multiflorum,,N,,,,,22853,2723,62262,202526,true,Wild Hyacinth
Dichelostemma volubile,twining brodiaea,N,,,,,22855,2725,59971,203365,true,Twining Snakelily
Dichondra donelliana,California ponysfoot,N,,,,,22863,2726,61175,67501,true,Dichondra
Dichondra micrantha,,X,,,,,22864,8526,76650,67503,true
Digitalis purpurea,foxglove,X,,,,,22930,2729,53983,68017,true,,digitalis-purpurea-profile
Digitaria ischaemum,,X,,,,,22954,2730,76658,139584,true
Digitaria sanguinalis,crabgrass,X,,,,,22962,2731,51633,139647,true
Diplacus aurantiacus,bush monkeyflower,N,,,,,23077,13456,777371,68185,true,Bush Monkey Flower
Diplacus bolanderi,,N,,,,,99039,13462,771812,203385,true,Bolander's Monkeyflower
Diplacus douglasii,Douglas monkeyflower,N,,,,,99051,13428,771821,203391,true,Brownies
Diplacus kelloggii,,N,,,,,99058,13472,771826,203395,true,Kellogg's Monkeyflower
Diplacus rattanii,Rattan monkeyflower,N,,,,,99072,13479,771830,203405,true,Rattan's Monkeyflower
Diplacus tricolor,,N,,,,,99079,13482,771835,203410,true,Tricolor Monkeyflower
Dipsacus sativus,teasel,X,,,,,23137,2738,53028,203416,,,dipsacus-sativus-profile
Dipterostemon capitatus subsp. capitatus,blue dicks,N,corm,"blue,white",2,6,108595,13629,1196824,375261,,Blue Dicks
Dirca occidentalis,western leatherwood,N,,,,,23143,2739,50315,17368,true,Western Leatherwood,,567,1B.2,,,S2,G2
Distichlis spicata,saltgrass,N,,,,,23161,2743,58372,139820,true,Saltgrass
Dittrichia graveolens,stinkwort,X,,,,,2454,8482,58822,203428,true,,dittrichia-graveolens-profile
Doellingeria breweri,Brewer's aster,N,perennial,yellow,7,9,108971,14289,1266313,389927,Eucephalus breweri,Brewer's Aster
Downingia bella,,N,annual,blue,3,5,23273,2766,60160,203436,,Hoover's Downingia
Downingia concolor var. concolor,maroonspot calicoflower,N,annual,blue,4,7,57811,2772,80674,206745,,Maroonspot Calicoflower
Downingia cuspidata,,N,annual,blue,3,6,101864,2773,60163,203440,,Toothed Calicoflower
Downingia insignis,,N,annual,blue,3,5,23278,2776,60164,203442,,Harlequin Calicoflower
Downingia ornatissima var. mirabilis,,N,annual,blue,4,5,84766,14563,,372404,,Folded Calicoflower
Downingia pulchella,,N,annual,blue,4,6,23282,2782,60167,203445,,Flatface Calicoflower
Draba cuneifolia,,N,,,,,23332,2798,1138678,17510,true,Wedgeleaf Draba
Draba verna,spring whitlow-grass,X,,white,2,5,23442,2816,55823,17645,true
Drymocallis glandulosa var. glandulosa,sticky cinquefoil,N,perennial,"yellow,white",5,7,82059,11609,80678,46995,true,Sticky Cinquefoil
Drymocallis glandulosa var. wrangelliana,sticky cinquefoil,N,,,,,82064,11612,80681,46998,true
Drymocallis lactea var. austiniae,Austin's woodbeauty,N,perennial,yellow,5,9,82054,11615,80682,206748,true,Austin's Woodbeauty
Dryopteris arguta,coastal wood fern,N,,,,,23524,2823,52671,198732,true,Coastal Wood Fern
Duchesnea indica var. indica,mock-strawberry,X,,,,,91747,11621,243824,47004,true
Dudleya cymosa subsp. cymosa,,N,,,,,50235,2845,64259,42235,true,Canyon Liveforever
Dudleya cymosa subsp. paniculata,,N,,,,,50239,2848,61796,203470,true,Diablo Range Dudleya
Dudleya farinosa,,N,,,,,23655,2852,51889,17733,true,Bluff Lettuce
Dysphania ambrosioides,Mexican tea,X,,,,,81840,10846,76746,113335,true
Dysphania botrys,Jerusaleum-oak,X,,,,,85274,10847,76748,113338,true
Dysphania multifida,cut leaf pigweed,X,,,,,81841,10848,76750,113343,true
Eastwoodia elegans,yellow mock aster,N,,,,,2510,2875,57967,203499,true,Yellow Mock Aster
Echinochloa colona,,X,,,,,23790,2881,76755,139859,true
Echinochloa crus-galli,barnyard grass,X,,,,,23791,2882,60283,139863,true
Echinochloa muricata var. microstachya,,N,,,,,58092,9886,80690,169996,true
Echinodorus berteroi,burhead,N,,,,,23812,2886,76761,203504,true,Upright Burhead
Echium candicans,Pride of Madeira,X,,,,,77286,2888,57723,203509,,,echium-candicans-profile
Eclipta prostrata,,N,,,,,2527,2892,76765,208807,true,False Daisy
Egeria densa,Brazilian waterweed,X,,,,,23849,2893,1555600,203515,true,,egeria-densa-profile
Ehrendorferia chrysantha,golden ear-drops,N,,,,,88966,9511,58952,17787,Dicentra chrysantha,Ear Drops
Ehrharta erecta,Stebbins' grass,X,,,,,23854,2895,64140,139931,true,,ehrharta-erecta-profile
Eichhornia crassipes,water-hyacinth,X,,,,,23856,2896,962637,203518,true,,eichhornia-crassipes-profile
Elatine brachysperma,waterwort,N,,,,,23917,2899,76768,17822,true,Shortseed Waterwort
Elatine californica,waterwort,N,,,,,23919,2900,58891,17823,true,California Waterwort
Eleocharis acicularis var. acicularis,needle spikerush,N,,,,,58118,2906,64313,108000,Eleocharis acicularis,Needle Spike-rush
Eleocharis macrostachya,common spikerush,N,,,,,23993,2911,59064,104457,true,Common Spikerush
Eleocharis parishii,Parish spikerush,N,,,,,23997,2917,58344,104485,true,Parish's Spikerush
Eleocharis parvula,small spikerush,N,,,,,23999,2918,76783,104486,true,Small Spikerush,,588,4.3,,,S3,G5
Eleocharis rostellata,,N,,,,,24012,2922,59065,104498,true,Beaked Spikerush
Eleusine indica,goosegrass,X,,,,,24038,2924,76790,139959,true
Elodea canadensis,common waterweed,N,,,,,24052,2926,76793,203519,true,Elodea
Elodea nuttallii,,N,,,,,24057,2927,57623,206753,true,Nuttall's Waterweed
Elymus ×gouldii,,N,,,,,93810,11632,170838,389951,Leymus ×multiflorus
Elymus caput-medusae,medusa-head rye,X,,,,,24187,11634,169522,140047,Taeniatherum caput-medusae,,taeniatherum-caput-medusae-profile
Elymus condensatus,giant wild-rye,N,,,,,24165,11636,164673,140055,Leymus condensatus,Giant Wildrye
Elymus elymoides var. elymoides,squirreltail,N,,,,,72180,11639,58377,211223,Elymus elymoides subsp. elymoides,Squirreltail
Elymus glaucus subsp. glaucus,blue wildrye,N,,,,,50264,2937,57171,167143,true,Western Rye Grass
Elymus glaucus subsp. virescens,,N,,,,,50266,2939,61203,206754,true,Blue Wildrye
Elymus hispidus,wheatgrass,X,,,,,24153,11640,155848,140096,Thinopyrum intermedium
Elymus mollis subsp. mollis,,N,,,,,70142,11641,118426,206755,Leymus mollis subsp. mollis,Dune Wild Rye
Elymus multisetus,big squirreltail,N,,,,,24122,2941,57167,140134,true,Big Squirreltail
Elymus ponticus,tall wheatgrass,X,,,,,91896,11643,1301269,206756,Thinopyrum ponticum
Elymus stebbinsii,,N,,,,,101964,2944,63331,140192,true,Stebbins' Wheat Grass
Elymus trachycaulus subsp. trachycaulus,slender wheatgrass,N,,,,,50280,2947,636557,167179,true,Slender Wheatgrass
Elymus triticoides,,N,,,,,24181,11648,57184,140206,Leymus triticoides,Creeping Wild Rye
Emmenanthe penduliflora,whispering bells,N,annual,"white,yellow",4,7,24223,2956,58173,203529,,Whispering Bells
Emmenanthe rosea,,N,,,,,24224,14564,1597339,206758,,Whisperingbells
Enemion occidentale,,N,,,,,24250,9551,76818,17850,true,Western Rue-anemone
Enemion stipitatum,,N,,,,,24252,9552,76819,17852,true,Siskiyou Rue-anemone
Ephedra californica,,N,,,,,24275,2972,57890,59599,true,California Jointfir
Ephedra viridis,,N,,,,,24287,2979,57891,59617,true,Mountain Ephedra
Epilobium brachycarpum,,N,,,,,24341,2983,52971,17879,true,Panicled Willow Herb
Epilobium campestre,,N,,,,,89220,11649,76827,17882,true,Smooth Boisduvalia
Epilobium canum subsp. canum,California fuchsia,N,perennial,red,,,50302,2985,53044,42259,true,California Fuchsia
Epilobium canum subsp. latifolium,California fuchsia,N,perennial,red,6,12,50304,2987,53230,203563,true,California Fuchsia
Epilobium ciliatum subsp. ciliatum,willow-herb,N,,,,,50307,2989,53045,42264,true,Fringed Willowherb
Epilobium ciliatum subsp. watsonii,,N,,,,,50309,2991,61047,42266,true,Fringed Willowherb
Epilobium cleistogamum,,N,,,,,76883,2993,60219,17887,true,Selfing Willowherb
Epilobium densiflorum,,N,,,,,76884,2994,57149,17891,true,Denseflower Willowherb
Epilobium minutum,,N,,,,,24377,3006,57150,17912,true,Little Willowherb
Epilobium torreyi,,N,,,,,76888,3019,58949,17943,true,Torrey's Willowherb
Epipactis gigantea,stream orchid,N,,,,,24406,3020,50715,203571,true,Stream Orchid
Epipactis helleborine,,X,,,,,24407,3021,50717,203572,true
Equisetum ×ferrissii,Ferriss' horsetail,N,,,,,24419,3027,181476,198926,true
Equisetum arvense,common horsetail,N,,,,,24416,3022,52724,198900,true,Common Horsetail
Equisetum hyemale subsp. affine,common scouring-rush,N,,,,,50315,3023,53910,203573,true,Scouring Rush Horsetail
Equisetum laevigatum,smooth scouring-rush,N,,,,,24427,3024,63870,198910,true,Horsetail
Equisetum telmateia subsp. braunii,giant horsetail,N,,,,,50317,3026,57032,201035,true,Giant Horsetail
Eragrostis cilianensis,stink grass,X,,,,,24456,3029,76849,140391,true
Eragrostis curvula,weeping lovegrass,X,,,,,24463,9905,76850,140407,true
Eragrostis hypnoides,creeping lovegrass,N,,,,,24480,3031,76851,140468,true,Creeping Love Grass
Eragrostis mexicana subsp. virescens,Chilean lovegrass,N,,,,,50320,3036,1421995,167203,true,Chilean Love Grass
Eragrostis pectinacea var. pectinacea,Carolina lovegrass,N,,,,,58372,3040,80700,170277,true,Carolina Love Grass
Eremalche exilis,,N,,,,,24546,3045,58199,17957,true,White Mallow
Eremalche parryi subsp. parryi,,N,,,,,50324,3049,58936,42273,true,Parry's Mallow
Eremothera boothii subsp. decorticans,shredding evening-primrose,N,,,,,89263,11654,79836,42277,true,Desert Shredding Primrose
Eriastrum abramsii,,N,,,,,24587,3052,57203,68570,,Abrams' Woollystar
Eriastrum ertterae,Lime Ridge eriastrum,N,,,,,99214,13079,473592,364414,,Lime Ridge Eriastrum,,3786,1B.1,CE,,S1,G1
Eriastrum pluriflorum subsp. pluriflorum,,N,,,,,50337,11660,79842,95384,,Many-flowered Eriastrum
Eriastrum pluriflorum,many-flowered eriastrum,N,,,,,24595,3065,58239,68581,,Many Flowered Eriastrum
Ericameria arborescens,golden-fleece,N,,,,,2583,3071,63924,203595,true,Golden Fleece
Ericameria linearifolia,interior goldenbush,N,,,,,2598,3085,57971,203609,true,Linear Leaved Goldenbush
Ericameria nauseosa,rubber rabbitbrush,N,perennial,yellow,,,80453,9913,57934,202898,true,Rubber Rabbitbrush
Ericameria nauseosa var. mohavensis,rabbitbrush,N,,,,,80505,11665,57936,203611,true,Mojave Rabbitbrush
Ericameria nauseosa var. speciosa,showy rabbitbrush,N,perennial,yellow,8,10,80507,10879,57943,203613,true,Showy Rabbitbrush
Erigeron algidus,Sierra fleabane,N,perennial,"white,pink,purple",7,8,2612,3095,76895,203624,true,Sierra Fleabane
Erigeron bonariensis,,X,,,,,2305,11666,76904,203634,Conyza bonariensis
Erigeron canadensis,horseweed,N,,,,,2312,11667,76907,203035,Conyza canadensis,Horseweed
Erigeron compositus,cut-leaf fleabane,N,perennial,white,5,9,2650,3121,76912,203641,true,Cut Leaved Daisy
Erigeron coulteri,Coulter's fleabane,N,perennial,white,7,9,2657,3125,76914,203647,true,Coulter's Fleabane
Erigeron foliosus var. franciscensis,,N,,,,,58408,3137,80740,208034,true,Franciscan Erigeron
Erigeron glacialis var. glacialis,subalpine fleabane,N,perennial,"white,purple",7,9,82188,10882,80743,210706,true,Wandering Daisy
Erigeron petrophilus var. petrophilus,,N,,,,,58427,3159,58825,203681,true,Rockloving Erigeron
Erigeron philadelphicus var. philadelphicus,,N,,white,5,6,7324,9105,80752,203683,true,Philadelphia Fleabane
Erigeron reductus var. angustatus,,N,,,,,58431,3166,80754,211702,true
Erigeron sumatrensis,,X,,,,,91898,11669,76943,203695,Conyza floribunda
Eriobotrya japonica,loquat,X,,,,,24627,8718,76949,17972,true
Eriodictyon californicum,yerba santa,N,,,,,24668,3182,57095,203704,,California Yerba Santa
Eriogonum angulosum,,N,,,,,24690,3194,58266,113902,true,Angle-stem Wild Buckwheat
Eriogonum covilleanum,,N,,,,,24742,3222,58269,113961,true,Coville's Wild Buckwheat
Eriogonum deserticola,,N,,,,,24754,3231,76982,113976,true,Colorado Desert Wild Buckwheat
Eriogonum fasciculatum var. foliolosum,California buckwheat,N,,,,,58545,3246,58980,129982,true,Leafy California Buckwheat
Eriogonum fasciculatum var. polifolium,,N,,,,,58546,3247,58272,129983,true,Interior California Buckwheat
Eriogonum gracile var. gracile,slender buckwheat,N,,,,,58563,3257,58982,129999,true,Slender Woolly Wild Buckwheat
Eriogonum incanum,frosted buckwheat,N,perennial,yellow,6,9,24809,3279,62680,114044,true,Frosted Wild Buckwheat
Eriogonum inerme var. inerme,unarmed buckwheat,N,,,,,58586,9110,80799,130026,true,Unarmed Wild Buckwheat
Eriogonum latifolium,seaside wild buckwheat,N,perennial,"white,pink",1,12,24832,3293,57211,114060,true,Coast Buckwheat
Eriogonum lobbii,granite buckwheat,N,perennial,"white,pink",6,8,24839,9935,77005,114067,true,Lobb's Buckwheat
Eriogonum luteolum var. caninum,Tiburon buckwheat,N,,,,,58623,3297,61205,130067,true,Tiburon Buckwheat,,733,1B.2,,,S2,G5T2
Eriogonum luteolum var. luteolum,,N,,,,,58624,3298,64226,130068,true,Golden-carpet Wild Buckwheat
Eriogonum nudum var. auriculatum,eared buckwheat,N,,,,,58650,3316,57220,130102,true,Nude Buckwheat
Eriogonum nudum var. pauciflorum,,N,,,,,58658,3324,57225,130111,true,Little-flower Wild Buckwheat
Eriogonum nudum var. psychicola,Antioch Dunes buckwheat,N,,,,,80051,11183,80823,130112,,Antioch Dunes Buckwheat,,3401,1B.1,,,S1,G5T1
Eriogonum nudum var. pubiflorum,,N,,,,,58659,3325,57221,130113,true,Fremont's Wild Buckwheat
Eriogonum nudum,naked buckwheat,N,perennial,,,,24878,3315,53046,114099,true,Nude Buckwheat
Eriogonum ovalifolium var. nivale,Sierran cushion wild buckwheat,N,perennial,"white,pink,red",6,9,58678,3338,80833,130136,true,Cushion Buckwheat
Eriogonum roseum,virgate buckwheat,N,,,,,24922,3360,58280,114148,true,Wand Buckwheat
Eriogonum truncatum,Mt. Diablo buckwheat,N,,,,,24957,3383,77039,114203,true,Mount Diablo Buckwheat,,766,1B.1,,,S1,G1
Eriogonum umbellatum var. bahiiforme,sulfur flower,N,,,,,58755,3388,80851,130219,true,Sulphur Flower Buckwheat,,1338,4.2,,,S3,G5T3
Eriogonum umbellatum,sulfur buckwheat,N,perennial,yellow,,,24960,3385,77040,114207,true,Sulphur Buckwheat
Eriogonum wrightii var. subscaposum,short-stemmed bastard-sage,N,perennial,"white,pink",6,9,58800,3412,58985,130280,true,Wright's Buckwheat
Eriogonum wrightii var. trachygonum,,N,,,,,58801,3413,59244,130281,true,Wright's Buckwheat
Eriophyllum confertiflorum var. confertiflorum,golden-yarrow,N,perennial,yellow,4,8,69866,3423,53397,203738,true,Yellow Yarrow
Eriophyllum jepsonii,Jepson's woolly-sunflower,N,,,,,2816,3426,77048,203742,true,Jepson's Woolly Sunflower,,776,4.3,,,S3,G3
Eriophyllum lanatum var. achilleoides,,N,,,,,7369,10587,80880,260847,true,Common Woollysunflower
Eriophyllum staechadifolium,seaside woolly-sunflower,N,,,,,2825,3444,60963,203755,true,Seaside Woolly Sunflower
Erodium botrys,long-beaked filaree,X,annual,pink,3,7,25037,3446,57090,17986
Erodium brachycarpum,,X,annual,pink,3,7,25038,3447,58171,17987
Erodium cicutarium,red-stemmed filaree,X,annual,pink,3,9,25041,3448,47687,17989,,,erodium-cicutarium-profile
Erodium malacoides,,X,,,,,76818,3451,77056,17994
Erodium moschatum,white-stem filaree,X,"annual,biennial",pink,2,9,25048,3452,57092,17995
Eryngium aristulatum var. aristulatum,coyote-thistle,N,,,,,58845,3458,64189,211707,,California Eryngo
